35.224,185.94,53.384
34.519,185.3,46.446
35.269,184.8,48.758
35.645,185.55,51.649
35.645,186.55,48.951
35.132,186.88,49.915
34.618,186.71,47.795
35.455,186.06,46.638
36.549,185.48,51.071
36.264,185.38,51.071
35.431,185.57,46.06
35.321,185.15,47.409
35.628,184.63,46.06
35.371,185.15,43.748
34.962,185.91,45.097
34.837,186.07,48.758
34.917,185.84,44.133
34.161,186.13,50.107
33.365,186.53,56.66
32.94,186.89,58.587
32.914,187.04,56.275
32.848,186.84,59.744
32.795,186.56,59.744
32.397,186.58,52.806
32.025,186.75,52.613
31.7,186.68,64.754
31.561,186.54,60.129
31.947,186.83,55.311
32.402,187.19,55.311
32.386,187.6,58.78
32.143,187.82,54.155
31.658,187.88,56.467
31.295,187.82,59.551
32.801,186.96,51.264
34.489,186.13,46.446
34.774,187.26,46.253
34.328,187.25,51.457
36.087,186.76,46.06
36.448,186.25,39.508
38.373,186.02,44.711
39.432,185.69,40.664
39.529,185.49,45.675
39.453,185.07,40.086
39.328,184.76,41.05
40.399,184.09,29.294
40.432,185.24,35.846
39.272,184.72,44.519
39.476,184.49,35.653
40.26,184.52,46.253
40.625,184.43,37.195
40.599,184.32,39.122
40.963,184.26,37.002
41.517,184.69,31.992
41.89,185.14,37.002
41.75,185.01,39.315
41.424,184.66,42.399
43.266,184.84,34.69
43.547,184.65,39.122
43.905,184.45,40.471
44.123,184.36,39.508
43.623,183.53,41.05
44.299,183.8,35.653
45.226,184.47,34.112
45.63,184.45,34.69
45.571,184.09,37.195
46.476,183.09,33.919
47.238,183.76,31.028
46.916,183.94,37.195
46.939,183.84,34.304
47.182,184,39.315
47.54,184.37,38.544
47.776,184.66,32.763
47.476,184.16,34.112
49.042,183.59,40.664
49.76,183.33,46.253
49.695,183.36,38.93
49.526,183.8,39.701
49.389,184.22,41.82
48.146,183.98,44.326
47.766,183.28,45.289
48.006,182.7,49.722
47.637,183.08,46.253
47.147,183.75,40.857
49.174,183.48,43.555
49.375,183.35,43.555
47.015,183.31,38.93
46.094,183.78,33.341
45.505,183.33,40.086
45.377,182.64,41.05
46.406,182.2,41.05
47.132,182.04,43.362
47.696,181.94,43.748
47.898,181.91,41.628
48.461,182.3,37.966
48.924,182.7,50.107
49.32,182.94,43.748
49.485,182.98,52.806
49.303,182.77,53.384
49.054,181.73,51.071
48.037,182.42,51.071
48.011,182.97,37.388
47.948,183.62,41.05
47.898,183.98,46.253
48.262,184.01,47.602
48.65,183.86,41.435
48.616,183.82,43.748
49.18,183.9,53.384
49.761,184,47.409
49.893,186.19,42.977
50.462,186.9,40.086
50.966,186.51,45.482
49.274,184.01,54.347
49.346,183.67,51.649
50.193,183.9,56.082
51.005,184.3,53.191
51.767,185.08,58.394
52.123,185.66,53.384
53.132,185.98,53.191
53.962,186,47.217
53.752,185.94,51.264
53.127,185.87,51.264
52.17,185.13,54.347
51.526,184.43,60.322
50.306,184.39,55.696
49.409,184.71,55.118
52.113,186.06,54.155
55.267,187.25,37.388
55.865,186.5,46.638
54.865,186.27,58.202
53.565,186.41,54.733
51.928,186.57,45.482
50.94,186.65,45.289
50.521,187.89,38.351
50.146,189.22,35.653
49.98,189.93,35.653
50.274,190.69,36.232
50.65,191.1,37.195
51.396,192.3,40.086
51.953,193.3,27.752
51.953,193.77,41.435
51.675,193.73,34.112
51.626,193.39,27.174
51.716,193.07,28.523
50.628,191.88,38.351
49.494,190.85,32.955
51.628,191.4,33.341
54.329,192.47,36.039
54.15,193.64,35.653
52.62,194.27,30.835
52.013,194.23,26.403
52.171,193.86,34.497
51.741,191.92,46.831
51.232,190.15,40.279
50.711,188.68,33.726
50.446,188.09,28.137
50.127,187.47,37.195
49.942,187.15,38.737
49.782,185.96,35.461
49.715,184.93,41.628
50.021,184.38,41.05
50.36,184.33,41.82
50.831,184.62,44.133
51.134,184.93,42.206
51.429,184.82,45.482
51.574,184.55,47.217
51.342,184.44,43.94
51.038,184.47,50.107
50.869,184.61,48.951
50.593,183.22,53.191
49.942,181.85,54.54
49.455,181.5,53.576
49.293,181.83,51.071
48.747,181.77,47.988
48.281,181.55,37.581
48.056,181.49,28.33
48.064,181.53,31.606
49.82,184.06,42.784
49.187,186.69,26.403
50.776,188.32,28.908
