190,219.24,8.6724
187.93,218.42,4.0471
186.57,218.15,10.407
184.11,215.4,24.476
183.41,215.29,25.825
181.11,213.95,29.872
178.78,212.42,27.366
177.65,210.78,39.701
174.87,207.67,29.872
172.38,207.32,37.388
171.45,205.51,68.801
171.76,203.89,37.581
174.72,203.49,25.054
176.87,203.22,34.883
180.19,201.36,35.653
182.26,199.62,37.002
182.67,198.82,63.405
182.12,197.44,58.78
183.68,195.94,49.529
184.59,194.18,37.195
184.03,193.54,19.85
183.02,193.77,43.362
182.61,193.55,38.544
182.72,193.22,66.681
182.8,192.31,28.523
182.82,191.56,39.122
184.02,189.52,28.137
185.24,190.17,40.086
187.65,188.65,42.399
187.53,187.82,52.613
186.14,188.17,43.94
184.81,188.93,45.868
186.66,187.19,45.289
186.26,185.94,47.217
186.11,186.24,36.424
187.24,184.47,42.591
187.09,182.67,38.93
186.78,180.2,42.977
186.1,178.75,38.159
183.47,176.12,41.82
182.54,174.82,32.57
180.41,173.41,26.21
177.18,171.99,26.403
174.88,169.99,32.377
173.26,170.79,21.97
170.42,170.55,73.619
168.18,171.16,45.482
166.4,170.96,62.442
165.75,170.46,51.071
163.82,171.63,55.889
162.62,172.05,48.758
160.08,172.84,47.409
158.09,175.39,49.722
155.91,175.84,38.159
154.74,175.02,42.206
153.67,174.69,47.795
153.18,174.77,70.15
151.16,174.83,53.962
149.37,174.85,53.384
147.77,175.1,45.289
147.07,175.34,46.446
144.57,175.04,43.94
144.09,175.69,55.118
144.86,176.49,34.497
136.94,175.78,29.101
134.06,176.58,35.846
135.14,177.73,27.366
133.65,180.87,32.955
131.74,184.17,38.351
130.18,184.93,33.148
129.58,184.03,40.664
126.59,182.39,45.289
125.74,181.91,49.529
124.58,180.9,38.544
121.19,180.98,53.769
118.91,180.31,75.932
117.89,180.23,76.51
118.01,180.5,64.754
118.8,180.79,60.322
119.52,180.95,51.649
118.12,181.12,65.525
117.3,181.72,62.056
118.45,181.86,53.384
120.01,181.72,51.264
120.32,182.46,58.973
119.86,183.28,64.369
118.5,182.26,50.493
118.3,181.67,44.133
116.98,182,49.529
115.77,182.62,46.06
112.01,183.07,46.446
108.85,183.21,65.332
107.89,183.75,71.307
108.5,184.22,61.478
108.62,183.94,39.893
108.43,183.42,40.664
106.8,184.81,44.904
105.5,184.27,36.81
105.02,184.03,22.934
105.19,184.07,22.356
103.53,184.54,30.643
101.78,185,22.934
102.27,183.99,28.137
103.64,182.75,23.512
104.19,182.28,22.741
104.06,182.43,24.09
