164.73,218.29,19.079
165.66,218.57,29.101
163.5,218.39,17.73
162.71,217.19,33.726
161.83,216.36,41.435
162.02,215.85,43.555
162.08,215.3,46.831
162.84,215.09,49.337
163.57,215.15,45.482
163.08,215.3,39.122
163.5,215.96,46.06
161.1,217.1,32.57
160.99,216.9,36.232
161.24,215.8,42.977
161.04,215.84,42.784
160.72,216.42,43.94
161.55,213.17,55.504
161.45,211.85,64.176
160.94,212.15,71.114
160.98,212.05,68.223
161.28,211.8,68.801
160.49,211.79,69.958
159.81,211.63,72.656
159.53,211.48,68.031
160.44,212.5,68.801
162.76,216.37,53.769
163.77,218.23,44.904
163.63,218.15,47.409
152.11,217.73,20.428
147.67,217.16,54.925
148.98,216.82,10.792
148.96,216.34,19.272
148.29,216.03,20.814
149.63,214.27,25.825
149.85,213.21,38.737
147.82,213.42,34.112
147.09,212.63,36.424
146.67,212.29,39.508
145.92,210.36,44.519
145.5,209,58.394
145.67,208.67,52.613
143.64,207.45,59.358
142.11,206.5,67.26
139.43,204.87,65.911
137.91,204.64,66.489
137.64,203.54,69.958
136.26,206.22,73.619
137,206.99,69.572
137.08,207.18,68.994
136.78,206.98,70.921
138.02,208.03,68.609
138.84,208.41,73.234
138.18,207.92,72.656
137.12,207.24,70.729
135,205.55,71.499
136.24,204.49,72.463
138.53,204.28,81.906
139.43,205.54,68.994
142.07,204.74,65.911
144.25,204.94,64.562
145.11,205.53,79.979
143.41,204.36,69.187
144.51,202.43,68.994
145.78,202.2,67.645
147.04,202.91,66.489
147.9,201.46,68.609
148.56,200.05,69.187
148.18,198.97,61.285
147.47,198.6,62.442
146.97,196.77,67.067
146.73,195.24,57.045
146.08,192.95,59.358
144.69,191.65,53.962
143.4,192.05,66.874
142.89,191.83,46.253
144.48,193.59,58.78
146.1,196.69,62.056
146.92,198.91,69.958
147.15,200.21,55.889
146.96,200.41,52.998
147.28,200.55,64.369
147.98,200.92,63.791
147.9,201.24,62.056
147.47,201.37,65.14
145.69,199.61,65.332
144.43,200.49,86.339
142.8,201.73,69.958
141.97,202.42,62.442
141.96,202.49,57.431
141.11,200.98,71.692
139.97,201.69,70.921
139.81,203.46,57.816
140.21,204.88,57.816
140.42,206.29,49.144
140.25,207.93,47.988
140.57,208.92,54.925
141.35,209.56,58.009
141.05,210.57,63.598
140.2,213.23,42.784
140.73,214.56,28.33
140.87,215.43,23.705
140.73,215.64,22.934
143.8,214.67,26.017
143.86,217.46,29.872
146.33,217.78,21.585
148.08,218.18,17.538
148.12,218.7,7.7088
