155.12,70.667,0
155.25,64.656,0
155.05,59.5,0
152.79,56.734,0
148.96,61.627,0
146.84,64.664,0
148.43,67.916,0
150.36,74.619,0
148.83,76.813,0
150.41,74.519,0
148.28,72.175,0
148.58,70.399,0
149.87,71.015,0
152.17,70.862,0
154.78,69.715,0
156.31,70.149,0
158.84,69.999,0
160.62,69.633,0
164.5,71.557,0
166.26,78.802,0
164.13,83.342,0
167.33,88.192,0
172.9,94.485,0
179.62,99.43,0
183.57,101.23,0
186.36,108.87,0
187.09,114.13,0
189.1,120.8,0
191.64,127.29,0
195.74,131.6,0
201.44,133.81,0
205.02,139.74,0
207.04,144.55,0
213.63,147.44,0
213.93,149.96,77.281
213.55,154.55,14.84
213.79,160.22,0
214.22,167.47,0
213,170.24,0
216.6,172.62,78.052
