96.041,140.43,0
93.765,141.15,0
89.504,143.07,0
86.379,144.63,0
83.033,148.69,0
81.316,147.7,0
77.97,149.7,0
76.138,155.7,0
75.979,160.71,0
76.913,165.36,0
77.926,167.52,0
80.06,169.38,0
81.687,170.15,0
82.403,171.99,0
82.305,173.43,0
80.616,175.1,0
78.977,176.05,0
80.138,175.94,0
78.33,173.49,0
75.941,171.1,0
73.31,169.43,0
71.874,168.95,0
71.695,168.85,0
71.912,168.37,0
75.047,166.85,0
78.074,165.58,0
81.615,167.46,0
86.587,172.03,0
93.004,178.35,0
96.634,180.72,0
101.15,184.79,0
101.25,187,0
107.4,187.62,0
112.16,188.19,0
118.42,188.09,0
121.74,184.22,0
124.51,180.82,0
125.44,176.91,0
124.98,174.7,0
125,173.55,0
125.25,173.52,0
124.18,177.13,0
122.35,179.52,0
121.06,180.11,0
119.56,179.6,0
112.86,177.06,0
105.29,175.21,0
101.07,174.63,0
95.89,173.89,0
92.821,173.44,0
94.4,170.7,0
95.414,169.07,0
96.86,176.76,0
99.914,179.18,0
103.64,181.2,0
109.75,185.66,0
118.98,189.46,0
